# L = 45.3 mH
# C = 108.8 nF

# V0 e Vr medidos na ressonância; DOBRO da amplitude

# R		escala V0		escala Vr		f1		f2
47.9	1	5.0			1	3.4			2330	2360
98.7	1	6.2			1	5.0			1960	2740
225		2	3.6			2	3.3			1670	3170
1520	2	4.2			2	4.1			545		9775
