#frequencia: 2.0714 kHz
#mult	osci
2.45	3.7		#fonte      #escala mult/osci: 20/2
1.2	1.9		#resistor	#escala mult/osci: 20/1
4.54	6.4		#indutor    #escala mult/osci: 20/2
1.30	2.1		#capacitor  #escala mult/osci: 20/1



